VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,estimate,dateoftransaction,timing,currency,remarks
GK001,Expenditure,Value of ship before departure,30000,,,,,Outfitting,Dutch Guilder,
GK001,Expenditure,Outfitting costs,13115,,,,,Outfitting,Dutch Guilder,
GK001,Expenditure,Advance crew payment,1719,,,,,Outfitting,Dutch Guilder,
GK001,Expenditure,Insurance hull,1664,,,,,Outfitting,Dutch Guilder,
GK001,Expenditure,Insurance cargo,1301,,,,,Outfitting,Dutch Guilder,
GK001,Expenditure,Trade cargo costs,56459,,,,,Outfitting,Dutch Guilder,
GK001,Expenditure,Other expenses,9019,,,,,Outfitting,Dutch Guilder,
GK001,Return,Value of ship after voyage,27000,,,,,Return,Dutch Guilder,
GK001,Return,Bills of exchange sold,97062,,,,,Return,Dutch Guilder,
GK001,Expenditure,Wages crew (including bonuses),10958,,,,,Return,Dutch Guilder,
GK001,Expenditure,Other expenses,1259,,,,,Return,Dutch Guilder,
GK002,Expenditure,Value of ship before departure,27000,,,,,Outfitting,Dutch Guilder,
GK002,Expenditure,Outfitting costs,15888,,,,,Outfitting,Dutch Guilder,
GK002,Expenditure,Advance crew payment,1772,,,,,Outfitting,Dutch Guilder,
GK002,Expenditure,Insurance hull,1659,,,,,Outfitting,Dutch Guilder,
GK002,Expenditure,Insurance cargo,1485,,,,,Outfitting,Dutch Guilder,
GK002,Expenditure,Trade cargo costs,56167,,,,,Outfitting,Dutch Guilder,
GK002,Expenditure,Other expenses,8047,,,,,Outfitting,Dutch Guilder,
GK002,Return,Value of ship after voyage,24000,,,,,Return,Dutch Guilder,
GK002,Return,Bills of exchange sold,39058,,,,,Return,Dutch Guilder,
GK002,Return,Outstanding claims in colony,60489,credit,,,,Return,Dutch Guilder,
GK002,Return,Freight and passengers,5393,,,,,Return,Dutch Guilder,
GK002,Expenditure,Wages crew (including bonuses),13217,,,,,Return,Dutch Guilder,
GK002,Expenditure,Insurance on return,45,,,,,Return,Dutch Guilder,
GK002,Expenditure,Other expenses,3428,,,,,Return,Dutch Guilder,
GK003,Expenditure,Value of ship before departure,24000,,,,,Outfitting,Dutch Guilder,
GK003,Expenditure,Outfitting costs,16238,,,,,Outfitting,Dutch Guilder,
GK003,Expenditure,Advance crew payment,2476,,,,,Outfitting,Dutch Guilder,
GK003,Expenditure,Insurance hull,1385,,,,,Outfitting,Dutch Guilder,
GK003,Expenditure,Insurance cargo,1857,,,,,Outfitting,Dutch Guilder,
GK003,Expenditure,Trade cargo costs,49888,,,,,Outfitting,Dutch Guilder,
GK003,Expenditure,Other expenses,7834,,,,,Outfitting,Dutch Guilder,
GK003,Return,Value of ship after voyage,21000,,,,,Return,Dutch Guilder,
GK003,Return,Plantation produce received,39462,,,,,Return,Dutch Guilder,
GK003,Return,Outstanding claims in colony,32552,credit,,,,Return,Dutch Guilder,
GK003,Return,African goods sold,13875,,,,,Return,Dutch Guilder,
GK003,Expenditure,Wages crew (including bonuses),10031,,,,,Return,Dutch Guilder,
GK003,Expenditure,Insurance on return,1269,,,,,Return,Dutch Guilder,
GK003,Expenditure,Other expenses,754,,,,,Return,Dutch Guilder,
GK004,Expenditure,Value of ship before departure,20400,,,,,Outfitting,Dutch Guilder,
GK004,Expenditure,Outfitting costs,20010,,,,,Outfitting,Dutch Guilder,
GK004,Expenditure,Advance crew payment,2081,,,,,Outfitting,Dutch Guilder,
GK004,Expenditure,Insurance hull,588,,,,,Outfitting,Dutch Guilder,
GK004,Expenditure,Insurance cargo,2935,,,,,Outfitting,Dutch Guilder,
GK004,Expenditure,Trade cargo costs,49317,,,,,Outfitting,Dutch Guilder,
GK004,Expenditure,Other expenses,7446,,,,,Outfitting,Dutch Guilder,
GK004,Return,Value of ship after voyage,18000,,,,,Return,Dutch Guilder,
GK004,Return,Bills of exchange sold,62990,,,,,Return,Dutch Guilder,
GK004,Return,Plantation produce received,4838,,,,,Return,Dutch Guilder,
GK004,Return,Outstanding debts in colony,12230,,,,,Return,Dutch Guilder,
GK004,Return,Freight and passengers,200,,,,,Return,Dutch Guilder,
GK004,Return,African goods sold,15579,,,,,Return,Dutch Guilder,
GK004,Return,Returned trade cargo,81,,,,,Return,Dutch Guilder,
GK004,Expenditure,Wages crew (including bonuses),12422,,,,,Return,Dutch Guilder,
GK004,Expenditure,Other expenses,506,,,,,Return,Dutch Guilder,
GK004,Expenditure,Costs payable to correspondent,2000,credit,,,,Return,Dutch Guilder,
GK005,Expenditure,Value of ship before departure,42000,,,,,Outfitting,Dutch Guilder,
GK005,Expenditure,Outfitting costs,26560,,,,,Outfitting,Dutch Guilder,
GK005,Expenditure,Advance crew payment,1607,,,,,Outfitting,Dutch Guilder,
GK005,Expenditure,Insurance hull,3782,,,,,Outfitting,Dutch Guilder,
GK005,Expenditure,Insurance cargo,4042,,,,,Outfitting,Dutch Guilder,
GK005,Expenditure,Trade cargo costs,39443,,,,,Outfitting,Dutch Guilder,
GK005,Expenditure,Other expenses,4251,,,,,Outfitting,Dutch Guilder,
GK005,Return,Value of ship after voyage,21000,,,,,Return,Dutch Guilder,
GK005,Return,Bills of exchange sold,112223,,,,,Return,Dutch Guilder,
GK005,Return,Freight and passengers,10350,,,,,Return,Dutch Guilder,
GK005,Expenditure,Wages crew (including bonuses),18907,,,,,Return,Dutch Guilder,
GK005,Expenditure,Insurance on return,384,,,,,Return,Dutch Guilder,
GK005,Expenditure,Other expenses,2349,,,,,Return,Dutch Guilder,
GK006,Expenditure,Value of ship before departure,15000,,,,,Outfitting,Dutch Guilder,
GK006,Expenditure,Outfitting costs,13801,,,,,Outfitting,Dutch Guilder,
GK006,Expenditure,Advance crew payment,1535,,,,,Outfitting,Dutch Guilder,
GK006,Expenditure,Insurance hull,1824,,,,,Outfitting,Dutch Guilder,
GK006,Expenditure,Insurance cargo,1468,,,,,Outfitting,Dutch Guilder,
GK006,Expenditure,Trade cargo costs,27157,,,,,Outfitting,Dutch Guilder,
GK006,Expenditure,Other expenses,5693,,,,,Outfitting,Dutch Guilder,
GK006,Return,Value of ship after voyage,12000,,,,,Return,Dutch Guilder,
GK006,Return,Bills of exchange sold,55403,,,,,Return,Dutch Guilder,
GK006,Return,Outstanding claims,466,credit,,,,Return,Dutch Guilder,Claim on ship captain
GK006,Return,Freight and passengers,492,,,,,Return,Dutch Guilder,
GK006,Return,Returned trade cargo,32,,,,,Return,Dutch Guilder,
GK006,Expenditure,Wages crew (including bonuses),8690,,,,,Return,Dutch Guilder,
GK006,Expenditure,Other expenses,305,,,,,Return,Dutch Guilder,
GK007,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
GK007,Expenditure,Outfitting costs,11094,,,,,Outfitting,Dutch Guilder,
GK007,Expenditure,Advance crew payment,2146,,,,,Outfitting,Dutch Guilder,
GK007,Expenditure,Insurance hull,1339,,,,,Outfitting,Dutch Guilder,
GK007,Expenditure,Insurance cargo,1468,,,,,Outfitting,Dutch Guilder,
GK007,Expenditure,Trade cargo costs,30915,,,,,Outfitting,Dutch Guilder,
GK007,Expenditure,Other expenses,6495,,,,,Outfitting,Dutch Guilder,
GK007,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
GK007,Return,Bills of exchange sold,45132,,,,,Return,Dutch Guilder,
GK007,Return,Plantation produce received,39199,,,,,Return,Dutch Guilder,
GK007,Return,Insurance claim,4095,,,,,Return,Dutch Guilder,
GK007,Expenditure,Wages crew (including bonuses),17458,,,,,Return,Dutch Guilder,
GK007,Expenditure,Other expenses,14099,,,,,Return,Dutch Guilder,
GK008,Expenditure,Outfitting costs,25853,,,,,Outfitting,Dutch Guilder,
GK008,Expenditure,Advance crew payment,1554,,,,,Outfitting,Dutch Guilder,
GK008,Expenditure,Insurance hull,1346,,,,,Outfitting,Dutch Guilder,
GK008,Expenditure,Insurance cargo,1116,,,,,Outfitting,Dutch Guilder,
GK008,Expenditure,Trade cargo costs,35044,,,,,Outfitting,Dutch Guilder,
GK008,Expenditure,Other expenses,5958,,,,,Outfitting,Dutch Guilder,
GK008,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
GK008,Return,Bills of exchange sold,75409,,,,,Return,Dutch Guilder,
GK008,Return,Plantation produce received,1745,,,,,Return,Dutch Guilder,
GK008,Return,Cash received,346,,,,,Return,Dutch Guilder,
GK008,Return,Freight and passengers,3182,,,,,Return,Dutch Guilder,
GK008,Return,African goods sold,5444,,,,,Return,Dutch Guilder,
GK008,Return,Insurance claim,3396,,,,,Return,Dutch Guilder,
GK008,Return,Sold equipment,156,,,,,Return,Dutch Guilder,
GK008,Return,Returned trade cargo,449,,,,,Return,Dutch Guilder,
GK008,Expenditure,Wages crew (including bonuses),12833,,,,,Return,Dutch Guilder,
GK008,Expenditure,Other expenses,2102,,,,,Return,Dutch Guilder,
GK009,Expenditure,Value of ship before departure,9000,,,,,Outfitting,Dutch Guilder,
GK009,Expenditure,Outfitting costs,15019,,,,,Outfitting,Dutch Guilder,
GK009,Expenditure,Advance crew payment,1550,,,,,Outfitting,Dutch Guilder,
GK009,Expenditure,Insurance hull,829,,,,,Outfitting,Dutch Guilder,
GK009,Expenditure,Insurance cargo,1113,,,,,Outfitting,Dutch Guilder,
GK009,Expenditure,Trade cargo costs,33095,,,,,Outfitting,Dutch Guilder,
GK009,Expenditure,Other expenses,6471,,,,,Outfitting,Dutch Guilder,
GK009,Return,Value of ship after voyage,10440,,,,,Return,Dutch Guilder,
GK009,Return,Bills of exchange sold,54474,,,,,Return,Dutch Guilder,
GK009,Return,Plantation produce received,91,,,,,Return,Dutch Guilder,
GK009,Return,Outstanding claims,4049,credit,,,,Return,Dutch Guilder,
GK009,Return,Freight and passengers,3133,,,,,Return,Dutch Guilder,
GK009,Return,African goods sold,51,,,,,Return,Dutch Guilder,
GK009,Return,Insurance claim,1123,,,,,Return,Dutch Guilder,
GK009,Return,Returned trade cargo,1503,,,,,Return,Dutch Guilder,
GK009,Expenditure,Wages crew (including bonuses),13971,,,,,Return,Dutch Guilder,
GK009,Expenditure,Insurance on return,1353,,,,,Return,Dutch Guilder,
GK009,Expenditure,Other expenses,1502,,,,,Return,Dutch Guilder,
GK010,Expenditure,Value of ship before departure,10440,,,,,Outfitting,Dutch Guilder,
GK010,Expenditure,Outfitting costs,17182,,,,,Outfitting,Dutch Guilder,
GK010,Expenditure,Advance crew payment,1605,,,,,Outfitting,Dutch Guilder,
GK010,Expenditure,Insurance hull,832,,,,,Outfitting,Dutch Guilder,
GK010,Expenditure,Insurance cargo,1235,,,,,Outfitting,Dutch Guilder,
GK010,Expenditure,Trade cargo costs,41971,,,,,Outfitting,Dutch Guilder,
GK010,Expenditure,Other expenses,6832,,,,,Outfitting,Dutch Guilder,
GK010,Return,Bills of exchange sold,67808,,,,,Return,Dutch Guilder,
GK010,Return,Insurance claim,8713,,,,,Return,Dutch Guilder,
GK010,Expenditure,Wages crew (including bonuses),6741,,,,,Return,Dutch Guilder,
GK010,Expenditure,Other expenses,1134,,,,,Return,Dutch Guilder,
GK011,Expenditure,Value of ship before departure,33000,,,,,Outfitting,Dutch Guilder,
GK011,Expenditure,Outfitting costs,19439,,,,,Outfitting,Dutch Guilder,
GK011,Expenditure,Advance crew payment,1913,,,,,Outfitting,Dutch Guilder,
GK011,Expenditure,Insurance hull,1296,,,,,Outfitting,Dutch Guilder,
GK011,Expenditure,Insurance cargo,1413,,,,,Outfitting,Dutch Guilder,
GK011,Expenditure,Trade cargo costs,46582,,,,,Outfitting,Dutch Guilder,
GK011,Expenditure,Other expenses,7504,,,,,Outfitting,Dutch Guilder,
GK011,Return,Value of ship after voyage,30000,,,,,Return,Dutch Guilder,
GK011,Return,Bills of exchange sold,17478,,,,,Return,Dutch Guilder,
GK011,Return,Bills of exchange protested,3739,,,,,Return,Dutch Guilder,
GK011,Return,Outstanding debts in colony,83195,credit,,,,Return,Dutch Guilder,
GK011,Return,Freight and passengers,100,,,,,Return,Dutch Guilder,
GK011,Return,African goods sold,394,,,,,Return,Dutch Guilder,
GK011,Return,Returned trade cargo,109,,,,,Return,Dutch Guilder,
GK011,Expenditure,Wages crew (including bonuses),14094,,,,,Return,Dutch Guilder,
GK011,Expenditure,Other expenses,2436,,,,,Return,Dutch Guilder,
GK012,Expenditure,Value of ship before departure,30000,,,,,Outfitting,Dutch Guilder,
GK012,Expenditure,Outfitting costs,14934,,,,,Outfitting,Dutch Guilder,
GK012,Expenditure,Advance crew payment,1846,,,,,Outfitting,Dutch Guilder,
GK012,Expenditure,Insurance hull,1669,,,,,Outfitting,Dutch Guilder,
GK012,Expenditure,Insurance cargo,1305,,,,,Outfitting,Dutch Guilder,
GK012,Expenditure,Trade cargo costs,53005,,,,,Outfitting,Dutch Guilder,
GK012,Expenditure,Other expenses,8149,,,,,Outfitting,Dutch Guilder,
GK012,Return,Value of ship after voyage,27000,,,,,Return,Dutch Guilder,
GK012,Return,Bills of exchange sold,75534,,,,,Return,Dutch Guilder,
GK012,Return,Bills of exchange protested,20739,,,,,Return,Dutch Guilder,
GK012,Return,Outstanding debts in colony,11126,credit,,,,Return,Dutch Guilder,
GK012,Return,Returned trade cargo,285,,,,,Return,Dutch Guilder,
GK012,Expenditure,Wages crew (including bonuses),11170,,,,,Return,Dutch Guilder,
GK012,Expenditure,Other expenses,1493,,,,,Return,Dutch Guilder,
GK013,Expenditure,Value of ship before departure,27000,,,,,Outfitting,Dutch Guilder,
GK013,Expenditure,Outfitting costs,16191,,,,,Outfitting,Dutch Guilder,
GK013,Expenditure,Advance crew payment,1742,,,,,Outfitting,Dutch Guilder,
GK013,Expenditure,Insurance hull,1686,,,,,Outfitting,Dutch Guilder,
GK013,Expenditure,Insurance cargo,1425,,,,,Outfitting,Dutch Guilder,
GK013,Expenditure,Trade cargo costs,50805,,,,,Outfitting,Dutch Guilder,
GK013,Expenditure,Other expenses,8969,,,,,Outfitting,Dutch Guilder,
GK013,Return,Value of ship after voyage,24000,,,,,Return,Dutch Guilder,
GK013,Return,Plantation produce received,67557,,,,,Return,Dutch Guilder,
GK013,Return,Freight and passengers,1937,,,,,Return,Dutch Guilder,
GK013,Expenditure,Wages crew (including bonuses),13085,,,,,Return,Dutch Guilder,
GK013,Expenditure,Insurance on return,830,,,,,Return,Dutch Guilder,
GK013,Expenditure,Other expenses,3621,,,,,Return,Dutch Guilder,
GK014,Expenditure,Value of ship before departure,24000,,,,,Outfitting,Dutch Guilder,
GK014,Expenditure,Outfitting costs,20559,,,,,Outfitting,Dutch Guilder,
GK014,Expenditure,Advance crew payment,1884,,,,,Outfitting,Dutch Guilder,
GK014,Expenditure,Insurance hull,1555,,,,,Outfitting,Dutch Guilder,
GK014,Expenditure,Insurance cargo,1706,,,,,Outfitting,Dutch Guilder,
GK014,Expenditure,Trade cargo costs,65022,,,,,Outfitting,Dutch Guilder,
GK014,Expenditure,Other expenses,8151,,,,,Outfitting,Dutch Guilder,
GK014,Return,Value of ship after voyage,21000,,,,,Return,Dutch Guilder,
GK014,Return,Bills of exchange sold,40386,,,,,Return,Dutch Guilder,
GK014,Return,Plantation produce received,28742,,,,,Return,Dutch Guilder,
GK014,Return,Outstanding debts in colony,22472,credit,,,,Return,Dutch Guilder,
GK014,Return,Cash received,546,,,,,Return,Dutch Guilder,
GK014,Return,Freight and passengers,10,,,,,Return,Dutch Guilder,
GK014,Return,African goods sold,27111,,,,,Return,Dutch Guilder,
GK014,Return,Returned trade cargo,1041,,,,,Return,Dutch Guilder,
GK014,Expenditure,Wages crew (including bonuses),14871,,,,,Return,Dutch Guilder,
GK014,Expenditure,Insurance on return,573,,,,,Return,Dutch Guilder,
GK014,Expenditure,Other expenses,6299,,,,,Return,Dutch Guilder,
GK015,Expenditure,Value of ship before departure,21000,,,,,Outfitting,Dutch Guilder,
GK015,Expenditure,Outfitting costs,20493,,,,,Outfitting,Dutch Guilder,
GK015,Expenditure,Advance crew payment,2001,,,,,Outfitting,Dutch Guilder,
GK015,Expenditure,Insurance hull,1085,,,,,Outfitting,Dutch Guilder,
GK015,Expenditure,Insurance cargo,2142,,,,,Outfitting,Dutch Guilder,
GK015,Expenditure,Trade cargo costs,52863,,,,,Outfitting,Dutch Guilder,
GK015,Expenditure,Other expenses,7933,,,,,Outfitting,Dutch Guilder,
GK015,Return,Value of ship after voyage,18000,,,,,Return,Dutch Guilder,
GK015,Return,Bills of exchange sold,43365,,,,,Return,Dutch Guilder,
GK015,Return,Plantation produce received,68484,,,,,Return,Dutch Guilder,
GK015,Return,Outstanding debts in colony,812,credit,,,,Return,Dutch Guilder,
GK015,Return,Freight and passengers,1273,,,,,Return,Dutch Guilder,
GK015,Return,African goods sold,4122,,,,,Return,Dutch Guilder,
GK015,Expenditure,Wages crew (including bonuses),14484,,,,,Return,Dutch Guilder,
GK015,Expenditure,Insurance on return,1702,,,,,Return,Dutch Guilder,
GK015,Expenditure,Other expenses,3965,,,,,Return,Dutch Guilder,
GK016,Expenditure,Value of ship before departure,18000,,,,,Outfitting,Dutch Guilder,
GK016,Expenditure,Outfitting costs,23035,,,,,Outfitting,Dutch Guilder,
GK016,Expenditure,Advance crew payment,3033,,,,,Outfitting,Dutch Guilder,
GK016,Expenditure,Insurance hull,2251,,,,,Outfitting,Dutch Guilder,
GK016,Expenditure,Insurance cargo,3566,,,,,Outfitting,Dutch Guilder,
GK016,Expenditure,Trade cargo costs,43384,,,,,Outfitting,Dutch Guilder,
GK016,Expenditure,Other expenses,9329,,,,,Outfitting,Dutch Guilder,
GK016,Return,Bills of exchange sold,50655,,,,,Return,Dutch Guilder,
GK016,Return,Plantation produce received,8534,,,,,Return,Dutch Guilder,
GK016,Return,Outstanding debts in colony,1017,credit,,,,Return,Dutch Guilder,
GK016,Return,African goods sold,11936,,,,,Return,Dutch Guilder,
GK016,Return,Returned trade cargo,2554,,,,,Return,Dutch Guilder,
GK016,Expenditure,Wages crew (including bonuses),15550,,,,,Return,Dutch Guilder,
GK016,Expenditure,Insurance on return,1164,,,,,Return,Dutch Guilder,
GK016,Expenditure,Other expenses,2215,,,,,Return,Dutch Guilder,
GK017,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
GK017,Expenditure,Outfitting costs,14947,,,,,Outfitting,Dutch Guilder,
GK017,Expenditure,Advance crew payment,688,,,,,Outfitting,Dutch Guilder,
GK017,Expenditure,Insurance hull,834,,,,,Outfitting,Dutch Guilder,
GK017,Expenditure,Insurance cargo,1658,,,,,Outfitting,Dutch Guilder,
GK017,Expenditure,Trade cargo costs,25832,,,,,Outfitting,Dutch Guilder,
GK017,Expenditure,Other expenses,4458,,,,,Outfitting,Dutch Guilder,
GK017,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
GK017,Return,Bills of exchange sold,43972,,,,,Return,Dutch Guilder,
GK017,Return,Freight and passengers,5602,,,,,Return,Dutch Guilder,
GK017,Return,African goods sold,5376,,,,,Return,Dutch Guilder,
GK017,Return,Returned trade cargo,263,,,,,Return,Dutch Guilder,
GK017,Expenditure,Wages crew (including bonuses),10796,,,,,Return,Dutch Guilder,
GK017,Expenditure,Other expenses,1820,,,,,Return,Dutch Guilder,
GK018,Expenditure,Value of ship before departure,9000,,,,,Outfitting,Dutch Guilder,
GK018,Expenditure,Outfitting costs,9621,,,,,Outfitting,Dutch Guilder,
GK018,Expenditure,Advance crew payment,594,,,,,Outfitting,Dutch Guilder,
GK018,Expenditure,Insurance hull,825,,,,,Outfitting,Dutch Guilder,
GK018,Expenditure,Insurance cargo,1470,,,,,Outfitting,Dutch Guilder,
GK018,Expenditure,Trade cargo costs,26955,,,,,Outfitting,Dutch Guilder,
GK018,Expenditure,Other expenses,4393,,,,,Outfitting,Dutch Guilder,
GK018,Return,Value of ship after voyage,6000,,,,,Return,Dutch Guilder,
GK018,Return,Bills of exchange sold,79913,,,,,Return,Dutch Guilder,
GK018,Return,Freight and passengers,5089,,,,,Return,Dutch Guilder,
GK018,Return,African goods sold,3744,,,,,Return,Dutch Guilder,
GK018,Return,Returned trade cargo,106,,,,,Return,Dutch Guilder,
GK018,Expenditure,Wages crew (including bonuses),11601,,,,,Return,Dutch Guilder,
GK018,Expenditure,Other expenses,8704,,,,,Return,Dutch Guilder,
GK019,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
GK019,Expenditure,Outfitting costs,8993,,,,,Outfitting,Dutch Guilder,
GK019,Expenditure,Advance crew payment,1270,,,,,Outfitting,Dutch Guilder,
GK019,Expenditure,Insurance hull,1185,,,,,Outfitting,Dutch Guilder,
GK019,Expenditure,Insurance cargo,2446,,,,,Outfitting,Dutch Guilder,
GK019,Expenditure,Trade cargo costs,30399,,,,,Outfitting,Dutch Guilder,
GK019,Expenditure,Other expenses,11643,,,,,Outfitting,Dutch Guilder,
GK019,Return,Value of ship after voyage,5400,,,,,Return,Dutch Guilder,
GK019,Return,Bills of exchange sold,60794,,,,,Return,Dutch Guilder,
GK019,Return,Freight and passengers,6882,,,,,Return,Dutch Guilder,
GK019,Return,African goods sold,25119,,,,,Return,Dutch Guilder,
GK019,Return,Returned trade cargo,393,,,,,Return,Dutch Guilder,
GK019,Expenditure,Wages crew (including bonuses),7414,,,,,Return,Dutch Guilder,
GK019,Expenditure,Insurance on return,928,,,,,Return,Dutch Guilder,
GK019,Expenditure,Other expenses,2442,,,,,Return,Dutch Guilder,
GK020,Expenditure,Value of ship before departure,2400,,,,,Outfitting,Dutch Guilder,
GK020,Expenditure,Outfitting costs,16202,,,,,Outfitting,Dutch Guilder,
GK020,Expenditure,Advance crew payment,1398,,,,,Outfitting,Dutch Guilder,
GK020,Expenditure,Insurance hull,1563,,,,,Outfitting,Dutch Guilder,
GK020,Expenditure,Insurance cargo,1923,,,,,Outfitting,Dutch Guilder,
GK020,Expenditure,Trade cargo costs,34162,,,,,Outfitting,Dutch Guilder,
GK020,Expenditure,Other expenses,4293,,,,,Outfitting,Dutch Guilder,
GK020,Return,Value of ship after voyage,4800,,,,,Return,Dutch Guilder,
GK020,Return,Bills of exchange sold,22691,,,,,Return,Dutch Guilder,
GK020,Return,Bills of exchange protested,6047,,,,,Return,Dutch Guilder,
GK020,Return,Outstanding debts in colony,3148,credit,,,,Return,Dutch Guilder,
GK020,Return,Freight and passengers,996,,,,,Return,Dutch Guilder,
GK020,Return,Returned trade cargo,150,,,,,Return,Dutch Guilder,
GK020,Expenditure,Wages crew (including bonuses),11262,,,,,Return,Dutch Guilder,
GK020,Expenditure,Other expenses,678,,,,,Return,Dutch Guilder,
GK021,Expenditure,Value of ship before departure,4800,,,,,Outfitting,Dutch Guilder,
GK021,Expenditure,Outfitting costs,12170,,,,,Outfitting,Dutch Guilder,
GK021,Expenditure,Advance crew payment,1232,,,,,Outfitting,Dutch Guilder,
GK021,Expenditure,Insurance hull,919,,,,,Outfitting,Dutch Guilder,
GK021,Expenditure,Insurance cargo,1149,,,,,Outfitting,Dutch Guilder,
GK021,Expenditure,Trade cargo costs,27209,,,,,Outfitting,Dutch Guilder,
GK021,Expenditure,Other expenses,4641,,,,,Outfitting,Dutch Guilder,
GK021,Return,Value of ship after voyage,3000,,,,,Return,Dutch Guilder,
GK021,Return,Bills of exchange sold,68479,,,,,Return,Dutch Guilder,
GK021,Return,Plantation produce received,144,,,,,Return,Dutch Guilder,
GK021,Return,Returned trade cargo,105,,,,,Return,Dutch Guilder,
GK021,Expenditure,Wages crew (including bonuses),10745,,,,,Return,Dutch Guilder,
GK021,Expenditure,Other expenses,1002,,,,,Return,Dutch Guilder,
GK022,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
GK022,Expenditure,Outfitting costs,17413,,,,,Outfitting,Dutch Guilder,
GK022,Expenditure,Advance crew payment,601,,,,,Outfitting,Dutch Guilder,
GK022,Expenditure,Insurance hull,1425,,,,,Outfitting,Dutch Guilder,
GK022,Expenditure,Insurance cargo,2190,,,,,Outfitting,Dutch Guilder,
GK022,Expenditure,Trade cargo costs,22694,,,,,Outfitting,Dutch Guilder,
GK022,Expenditure,Other expenses,4515,,,,,Outfitting,Dutch Guilder,
GK022,Return,Value of ship after voyage,10000,,,,,Return,Dutch Guilder,
GK022,Return,Bills of exchange sold,50493,,,,,Return,Dutch Guilder,
GK022,Return,Cash received,177,,,,,Return,Dutch Guilder,
GK022,Return,Freight and passengers,5387,,,,,Return,Dutch Guilder,
GK022,Return,African goods sold,12,,,,,Return,Dutch Guilder,
GK022,Return,Returned trade cargo,369,,,,,Return,Dutch Guilder,
GK022,Expenditure,Wages crew (including bonuses),10099,,,,,Return,Dutch Guilder,
GK022,Expenditure,Other expenses,2441,,,,,Return,Dutch Guilder,
GK023,Expenditure,Value of ship before departure,10000,,,,,Outfitting,Dutch Guilder,
GK023,Expenditure,Outfitting costs,10754,,,,,Outfitting,Dutch Guilder,
GK023,Expenditure,Advance crew payment,635,,,,,Outfitting,Dutch Guilder,
GK023,Expenditure,Insurance hull,0,,,,,Outfitting,Dutch Guilder,
GK023,Expenditure,Insurance cargo,1470,,,,,Outfitting,Dutch Guilder,
GK023,Expenditure,Trade cargo costs,27465,,,,,Outfitting,Dutch Guilder,
GK023,Expenditure,Other expenses,4514,,,,,Outfitting,Dutch Guilder,
GK023,Return,Value of ship after voyage,8000,,,,,Return,Dutch Guilder,
GK023,Return,Bills of exchange sold,48679,,,,,Return,Dutch Guilder,
GK023,Return,Outstanding debts in colony,97,credit,,,,Return,Dutch Guilder,
GK023,Return,Freight and passengers,1236,,,,,Return,Dutch Guilder,
GK023,Return,African goods sold,1441,,,,,Return,Dutch Guilder,
GK023,Return,Returned trade cargo,190,,,,,Return,Dutch Guilder,
GK023,Expenditure,Wages crew (including bonuses),10044,,,,,Return,Dutch Guilder,
GK023,Expenditure,Other expenses,1555,,,,,Return,Dutch Guilder,
GK024,Expenditure,Value of ship before departure,7200,,,,,Outfitting,Dutch Guilder,
GK024,Expenditure,Outfitting costs,13868,,,,,Outfitting,Dutch Guilder,
GK024,Expenditure,Advance crew payment,1609,,,,,Outfitting,Dutch Guilder,
GK024,Expenditure,Insurance hull,902,,,,,Outfitting,Dutch Guilder,
GK024,Expenditure,Insurance cargo,2703,,,,,Outfitting,Dutch Guilder,
GK024,Expenditure,Trade cargo costs,21811,,,,,Outfitting,Dutch Guilder,
GK024,Expenditure,Other expenses,4915,,,,,Outfitting,Dutch Guilder,
GK024,Return,Bills of exchange sold,53528,,,,,Return,Dutch Guilder,
GK024,Return,Outstanding debts in colony,82,,,,,Return,Dutch Guilder,
GK024,Return,Sale of ship,2927,,,,,Return,Dutch Guilder,
GK024,Return,Freight and passengers,4608,,,,,Return,Dutch Guilder,
GK024,Return,African goods sold,538,,,,,Return,Dutch Guilder,
GK024,Return,Returned trade cargo,893,,,,,Return,Dutch Guilder,
GK024,Expenditure,Wages crew (including bonuses),8018,,,,,Return,Dutch Guilder,
GK024,Expenditure,Other expenses,2088,,,,,Return,Dutch Guilder,
GK025,Expenditure,Value of ship before departure,6600,,,,,Outfitting,Dutch Guilder,
GK025,Expenditure,Outfitting costs,14278,,,,,Outfitting,Dutch Guilder,
GK025,Expenditure,Advance crew payment,912,,,,,Outfitting,Dutch Guilder,
GK025,Expenditure,Insurance hull,1099,,,,,Outfitting,Dutch Guilder,
GK025,Expenditure,Insurance cargo,1818,,,,,Outfitting,Dutch Guilder,
GK025,Expenditure,Trade cargo costs,27673,,,,,Outfitting,Dutch Guilder,
GK025,Expenditure,Other expenses,3687,,,,,Outfitting,Dutch Guilder,
GK025,Return,Value of ship after voyage,6000,,,,,Return,Dutch Guilder,
GK025,Return,Bills of exchange sold,42106,,,,,Return,Dutch Guilder,
GK025,Return,Sale of African ivory ,3766,,,,,Return,Dutch Guilder,
