VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,dateoftransaction,timing,currency,remarks
NR061,Expenditure,Outfitting,813,,0,,,Outfitting,Pound sterling,
NR061,Return,Inset,1041,,0,,,Return,Pound sterling,
NR061,Expenditure,Ship Out,148.75,,0,VSDO,,Outfitting,Pound sterling,
NR061,Return,Ship In,111.56,,0,VSDO*VSRV,,Return,Pound sterling,
NR062,Expenditure,Insurance,11,,0,,,Outfitting,Pound sterling,
NR062,Expenditure,Outfitting including ship purchase,574,,0,,,Outfitting,Pound sterling,
NR062,Return,"Inset, including sale of ship",369,,0,,,Return,Pound sterling,
NR063,Expenditure,Insurance,33,,0,,,Outfitting,Pound sterling,
NR063,Expenditure,Outfitting,402,,0,,,Outfitting,Pound sterling,
NR063,Expenditure,Ship Out,75,,0,,,Outfitting,Pound sterling,
NR063,Return,Inset,860,,0,,,Return,Pound sterling,
NR063,Return,Ship In,60,,0,,,Return,Pound sterling,
NR064,Expenditure,Insurance,22,,0,,,Outfitting,Pound sterling,
NR064,Expenditure,Outfitting including ship purchase,770,,0,,,Outfitting,Pound sterling,
NR064,Return,Inset,947.45,,0,,,Return,Pound sterling,
NR064,Return,Ship In,200,,0,,,Return,Pound sterling,
NR065,Expenditure,Insurance,16,,0,,,Outfitting,Pound sterling,
NR065,Expenditure,Outfitting,451,,0,,,Outfitting,Pound sterling,
NR065,Expenditure,Ship Out,60,,0,,,Outfitting,Pound sterling,
NR065,Return,Inset,808,,0,,,Return,Pound sterling,
NR065,Return,Ship In,120,,0,,,Return,Pound sterling,
NR066,Expenditure,Insurance,72,,0,,,Outfitting,Pound sterling,
NR066,Expenditure,Outfitting including ship purchase,1134,,0,,,Outfitting,Pound sterling,
NR066,Return,"Inset, including sale of ship",472,,0,,,Return,Pound sterling,
NR067,Expenditure,Insurance,73,,0,INV,,Outfitting,Pound sterling,Radburn assumed �47 based on partial insurance rates.
NR067,Expenditure,Outfitting including ship purchase,668,,0,,,Outfitting,Pound sterling,
NR067,Return,Inset,556,,0,,,Return,Pound sterling,
NR067,Return,Ship In,168.75,,0,VSRV,,Return,Pound sterling,"Recalc from Radburn�s data, assuming 50% residual value."
NR068,Expenditure,Insurance,77,,0,,,Outfitting,Pound sterling,
NR068,Expenditure,Outfitting including ship purchase,1193,,0,,,Outfitting,Pound sterling,
NR068,Return,Inset,1410,,0,,,Return,Pound sterling,
NR068,Return,Ship In,133.333333333333,,0,,,Return,Pound sterling,
NR069,Expenditure,Insurance,100,,0,,,Outfitting,Pound sterling,
NR069,Expenditure,Outfitting including ship purchase,1553,,0,,,Outfitting,Pound sterling,
NR069,Return,"Inset, including sale of ship",1749,,0,,,Return,Pound sterling,
NR070,Expenditure,Insurance,37,,0,,,Outfitting,Pound sterling,
NR070,Expenditure,Outfitting,606,,0,,,Outfitting,Pound sterling,
NR070,Expenditure,Ship Out,200,,0,,,Outfitting,Pound sterling,
NR070,Return,Inset,1139,,0,,,Return,Pound sterling,
NR070,Return,Ship In,200,,0,,,Return,Pound sterling,
NR071,Expenditure,Inset,140,,0,,,Return,Pound sterling,
NR071,Expenditure,Insurance,90,,0,,,Outfitting,Pound sterling,
NR071,Expenditure,Other,190,,0,,,Outfitting,Pound sterling,
NR071,Expenditure,Outfitting,1224,,0,,,Outfitting,Pound sterling,
NR071,Expenditure,Ship Out,150,,0,,,Outfitting,Pound sterling,
NR071,Return,Inset,2297,,0,,,Return,Pound sterling,
NR071,Return,Ship In,112.5,,0,VSRV,,Return,Pound sterling,
NR072,Expenditure,Inset,1,,0,,,Return,Pound sterling,
NR072,Expenditure,Insurance,26,,0,,,Outfitting,Pound sterling,
NR072,Expenditure,Outfitting,465,,0,,,Outfitting,Pound sterling,
NR072,Expenditure,Ship Out,120,,0,,,Outfitting,Pound sterling,
NR072,Return,Inset,763,,0,,,Return,Pound sterling,
NR072,Return,Ship In,90,,0,VSRV,,Return,Pound sterling,
NR073,Expenditure,Insurance,176.8,,0,,,Outfitting,Pound sterling,
NR073,Expenditure,Outfitting including ship purchase,1671,,0,,,Outfitting,Pound sterling,
NR073,Return,"Inset, including sale of ship",2192,,0,,,Return,Pound sterling,
NR074,Expenditure,Insurance,83.2,,0,,,Outfitting,Pound sterling,
NR074,Expenditure,Outfitting,799,,0,,,Outfitting,Pound sterling,
NR074,Expenditure,Ship Out,168.75,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR067
NR074,Return,"Inset, including sale of ship",146,,0,,,Return,Pound sterling,
NR074,Return,Insurance loss reimbursement,593.75,,0,Other,,Return,Pound sterling,Imputed based on value of ships and cargo
NR075,Expenditure,Insurance,72.8,,0,,,Outfitting,Pound sterling,
NR075,Expenditure,Outfitting,697,,0,,,Outfitting,Pound sterling,
NR075,Expenditure,Ship Out,200,,0,,,Outfitting,Pound sterling,
NR075,Return,"Inset, including sale of ship",614,,0,,,Return,Pound sterling,
NR076,Expenditure,Insurance,86.25,,0,,,Outfitting,Pound sterling,
NR076,Expenditure,Outfitting,745,,0,,,Outfitting,Pound sterling,
NR076,Expenditure,Ship Out,90,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR072
NR076,Return,Inset,791,,0,,,Return,Pound sterling,
NR076,Return,Ship In,67.5,,0,VSRV*VSRV,,Return,Pound sterling,
NR077,Expenditure,Insurance,349,,0,INV,,Outfitting,Pound sterling,"Radburn assumed �190, unclear how and why."
NR077,Expenditure,Outfitting,1284.375,,0,,,Outfitting,Pound sterling,
NR077,Expenditure,Ship Out,112.5,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR071
NR077,Return,"Inset, including sale of ship",1367,,0,,,Return,Pound sterling,
NR078,Expenditure,Insurance,407,,0,,,Outfitting,Pound sterling,
NR078,Expenditure,Outfitting including ship purchase,3549,,0,,,Outfitting,Pound sterling,
NR078,Return,"Inset, including sale of ship",1367,,0,,,Return,Pound sterling,
NR079,Expenditure,Inset,46,,0,,,Return,Pound sterling,
NR079,Expenditure,Insurance,129,,0,INV,,Outfitting,Pound sterling,"Radburn assumed �104, unclear why and how."
NR079,Expenditure,Outfitting,418.5,,0,,,Outfitting,Pound sterling,
NR079,Expenditure,Ship Out,52.5,,0,,,Outfitting,Pound sterling,
NR079,Return,Inset,963,,0,,,Return,Pound sterling,
NR079,Return,Ship In,39.38,,0,VSRV,,Return,Pound sterling,
NR080,Expenditure,Insurance,124.8,,0,,,Outfitting,Pound sterling,
NR080,Expenditure,Outfitting and Ship Out,243.02,,0,,,Outfitting,Pound sterling,
NR080,Expenditure,Cargo,328.74,,0,,,Outfitting,Pound sterling,
NR080,Expenditure,Wages and provisions,107.49,,0,,,Outfitting,Pound sterling,
NR080,Expenditure,Other costs,28.07,,0,,,Outfitting,Pound sterling,
NR080,Return,Bills of exchange,990.975,,0,,,Return,Pound sterling,
NR080,Return,Returned goods,269.71,,0,,,Return,Pound sterling,
NR080,Return,Freight charges,80.18,,0,,,Return,Pound sterling,
NR080,Return,Ship In,100,,0,,,Return,Pound sterling,
NR081,Expenditure,Ship Out,147,,0,,,Outfitting,Pound sterling,
NR081,Expenditure,Outfitting,470.86,,0,,,Outfitting,Pound sterling,
NR081,Expenditure,Cargo,938.46,,0,,,Outfitting,Pound sterling,
NR081,Expenditure,Insurance,389.08,,0,INV,,Outfitting,Pound sterling,
NR081,Return,Sale of sugar,243.19,,0,,,Return,Pound sterling,
NR081,Return,Inset,1061.75,,0,,,Return,Pound sterling,
NR081,Return,Inset,246.99,,0,,,Return,Pound sterling,
NR081,Return,Ship In,110.25,,0,VSRV,,Return,Pound sterling,
NR082,Expenditure,Insurance,166.4,,0,,,Outfitting,Pound sterling,
NR082,Expenditure,Outfitting including ship purchase,797,,0,,,Outfitting,Pound sterling,
NR082,Return,Inset,961,,0,,,Return,Pound sterling,
NR082,Return,Ship In,126,,0,,,Return,Pound sterling,
NR083,Expenditure,Inset,9,,0,,,Return,Pound sterling,
NR083,Expenditure,Insurance,166.4,,0,,,Outfitting,Pound sterling,
NR083,Expenditure,Outfitting,834,,0,,,Outfitting,Pound sterling,
NR083,Expenditure,Ship Out,39.38,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR079
NR083,Return,Inset,1488,,0,,,Return,Pound sterling,
NR083,Return,Ship In,29.54,,0,VSRV*VSRV,,Return,Pound sterling,
NR084,Expenditure,Outfitting,377.16,,0,,,Outfitting,Pound sterling,
NR084,Expenditure,Ship Out,200,,0,Other,,Outfitting,Pound sterling,"Estimated based on residual value from previous voyage NR080, adjusted for share of ship"
NR084,Expenditure,Cargo,544.55,,0,,,Outfitting,Pound sterling,
NR084,Expenditure,Wages and provisions,164.14,,0,,,Outfitting,Pound sterling,
NR084,Expenditure,Imports,925.07,,0,,,Outfitting,Pound sterling,
NR084,Expenditure,Other costs,226.1,,0,,,Outfitting,Pound sterling,
NR084,Expenditure,Insurance,280.43,,0,INV,,Outfitting,Pound sterling,
NR084,Return,Bills of exchange,1966.12,,0,,,Return,Pound sterling,
NR084,Return,Returned goods,2025.975,,0,,,Return,Pound sterling,
NR084,Return,Ship In,199.75,,0,,,Return,Pound sterling,
NR085,Expenditure,Insurance,187.2,,0,,,Outfitting,Pound sterling,
NR085,Expenditure,Outfitting including ship purchase,934,,0,,,Outfitting,Pound sterling,
NR085,Return,Inset,1429,,0,,,Return,Pound sterling,
NR085,Return,Ship In,100,,0,,,Return,Pound sterling,
NR086,Expenditure,Insurance,105.769230769231,,0,,,Outfitting,Pound sterling,
NR086,Expenditure,Ship Out,199.75,,0,,,Outfitting,Pound sterling,
NR086,Expenditure,Outfitting,331.74,,0,,,Outfitting,Pound sterling,
NR086,Expenditure,Cargo,644.67,,0,,,Outfitting,Pound sterling,
NR086,Expenditure,Wages and sundries,81.97,,0,,,Outfitting,Pound sterling,
NR086,Return,Inset,51,,0,,,Return,Pound sterling,
NR086,Return,Insurance loss reimbursement,1045,,0,Other,,Return,Pound sterling,Imputed based on insurance cover
NR087,Expenditure,Insurance,72.8,,0,,,Outfitting,Pound sterling,
NR087,Expenditure,Outfitting including ship purchase,673,,0,,,Outfitting,Pound sterling,
NR087,Return,Inset,15,,0,,,Return,Pound sterling,
NR087,Return,Insurance loss reimbursement,639.35,,0,,,Return,Pound sterling,
NR088,Expenditure,Insurance,140.4,,0,,,Outfitting,Pound sterling,
NR088,Expenditure,Outfitting,718,,0,,,Outfitting,Pound sterling,
NR088,Expenditure,Ship Out,175,,0,,,Outfitting,Pound sterling,
NR088,Return,Inset,1376,,0,,,Return,Pound sterling,
NR088,Return,Ship In,131.25,,0,VSRV,,Return,Pound sterling,
NR089,Expenditure,Inset,9,,0,,,Return,Pound sterling,
NR089,Expenditure,Insurance,234,,0,,,Outfitting,Pound sterling,
NR089,Expenditure,Outfitting,1519,,0,,,Outfitting,Pound sterling,
NR089,Expenditure,Ship Out,299.54,,0,VSDO,,Outfitting,Pound sterling,
NR089,Return,Inset,1505,,0,,,Return,Pound sterling,
NR089,Return,Ship In,224.66,,0,VSDO*VSRV,,Return,Pound sterling,
NR090,Expenditure,Insurance,62.4,,0,,,Outfitting,Pound sterling,
NR090,Expenditure,Outfitting,579,,0,,,Outfitting,Pound sterling,
NR090,Expenditure,Ship Out,131.25,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR088
NR090,Return,"Inset, including sale of ship",919,,0,,,Return,Pound sterling,
NR091,Expenditure,Outfitting,1611,,0,,,Outfitting,Pound sterling,
NR091,Expenditure,Ship Out,110.25,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR081
NR091,Expenditure,Insurance,436,,0,INV,,Outfitting,Pound sterling,
NR091,Return,Inset,1909,,0,,,Return,Pound sterling,
NR091,Return,Ship In,82.69,,0,VSRV,,Return,Pound sterling,
NR093,Expenditure,Outfitting,585.63,,0,,,Outfitting,Pound sterling,
NR093,Expenditure,Cargo,1152.36,,0,,,Outfitting,Pound sterling,
NR093,Expenditure,Ship Out,300,,0,,,Outfitting,Pound sterling,
NR093,Expenditure,Insurance,509,,0,INV,,Outfitting,Pound sterling,
NR093,Return,Inset,3630,,0,,,Return,Pound sterling,
NR093,Return,Ship In,225,,0,VSRV,,Return,Pound sterling,
NR094,Expenditure,Outfitting including ship purchase,267,,0,,,Outfitting,Pound sterling,
NR094,Expenditure,Insurance,67,,0,INV,,Outfitting,Pound sterling,
NR094,Return,Inset,365,,0,,,Return,Pound sterling,
NR094,Return,Ship In,36.4,,0,VSRV,,Return,Pound sterling,
NR095,Expenditure,Outfitting including ship purchase,1645,,0,,,Outfitting,Pound sterling,
NR095,Expenditure,Insurance,411,,0,INV,,Outfitting,Pound sterling,
NR095,Return,Inset,2980,,0,,,Return,Pound sterling,
NR095,Return,Ship In,224.05,,0,VSRV,,Return,Pound sterling,
NR096,Expenditure,Outfitting,845,,0,,,Outfitting,Pound sterling,
NR096,Expenditure,Ship Out,179.25,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR095
NR096,Expenditure,Insurance,118,,0,INV,,Outfitting,Pound sterling,
NR096,Return,Inset,1719,,0,,,Return,Pound sterling,
NR096,Return,Ship In,134.44,,0,VSRV*VSRV,,Return,Pound sterling,
DR048,Return,Returned goods,65,,0,,,Return,Pound sterling,
DR023,Expenditure,Trade cargo costs,7186,,0,,,Outfitting,Pound sterling,
DR019,Expenditure,Repairs and disbursements,541,,0,,,Return,Pound sterling,
DR102,Expenditure,Gross outlays,7549,,0,,,Outfitting,Pound sterling,
DR102,Expenditure,Insurance,830,,0,INV,,Outfitting,Pound sterling,
DR102,Return,Bills of exchange,9633,,0,,,Return,Pound sterling,
DR102,Expenditure,Ship Out,1424,,0,VSDT*VSDO,,Outfitting,Pound sterling,
DR102,Return,Ship In,1068,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
DR103,Expenditure,Ship Out,650,,0,,,Outfitting,Pound sterling,
DR103,Expenditure,Trade cargo costs,3809,,0,,,Outfitting,Pound sterling,
DR103,Expenditure,Other costs,2111,,0,,,Outfitting,Pound sterling,
DR103,Return,Bills of exchange,4500,,0,,,Return,Pound sterling,
DR103,Return,Ship In,488,,0,VSRV,,Return,Pound sterling,
DR103,Expenditure,Insurance,723,,0,INV,,Outfitting,Pound sterling,
DR022,Expenditure,Ship Out,143,,0,,,Outfitting,Pound sterling,"Vessel and outfit of tender ship Nimble, accompanying Sarah."
DR022,Return,Ivory sales,377,,0,,,Return,Pound sterling,
DR022,Return,Ship In,130,,0,,,Return,Pound sterling,Sale of Nimble
DR022,Return,Sale of goods,30,,0,,,Return,Pound sterling,
DR022,Expenditure,Inset charges,846,,0,,,Return,Pound sterling,
DR104,Expenditure,Outfit and cargo,8500,,0,,,Outfitting,Pound sterling,
DR104,Expenditure,Insurance,1870,,0,INV,,Outfitting,Pound sterling,
DR104,Expenditure,Ship Out,1763,,0,VSDO,,Outfitting,Pound sterling,
DR105,Expenditure,Outfit and cargo,3500,,0,,,Outfitting,Pound sterling,
DR105,Expenditure,Insurance,770,,0,INV,,Outfitting,Pound sterling,
DR105,Expenditure,Ship Out,726,,0,VSDO,,Outfitting,Pound sterling,
DR106,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
DR106,Expenditure,Insurance,1100,,0,INV,,Outfitting,Pound sterling,
DR106,Expenditure,Ship Out,1037,,0,VSDO,,Outfitting,Pound sterling,
DR107,Expenditure,Outfit and cargo,5800,,0,,,Outfitting,Pound sterling,
DR107,Expenditure,Insurance,1276,,0,INV,,Outfitting,Pound sterling,
DR107,Expenditure,Ship Out,1203,,0,VSDO,,Outfitting,Pound sterling,
DR108,Expenditure,Outfit and cargo,5400,,0,,,Outfitting,Pound sterling,
DR108,Expenditure,Insurance,1188,,0,INV,,Outfitting,Pound sterling,
DR108,Expenditure,Ship Out,1120,,0,VSDO,,Outfitting,Pound sterling,
DR109,Expenditure,Outfit and cargo,7000,,0,,,Outfitting,Pound sterling,
DR109,Expenditure,Insurance,1540,,0,INV,,Outfitting,Pound sterling,
DR109,Expenditure,Ship Out,1452,,0,VSDO,,Outfitting,Pound sterling,
DR110,Expenditure,Outfit and cargo,8400,,0,,,Outfitting,Pound sterling,
DR110,Expenditure,Insurance,924,,0,INV,,Outfitting,Pound sterling,
DR110,Expenditure,Ship Out,684,,0,VSDT*VSDO*VSRV,,Outfitting,Pound sterling,Residual value from previous voyage DR028
DR111,Expenditure,Outfit and cargo,5700,,0,,,Outfitting,Pound sterling,
DR111,Expenditure,Insurance,627,,0,INV,,Outfitting,Pound sterling,
DR111,Expenditure,Ship Out,1076,,0,VSDO,,Outfitting,Pound sterling,
DR112,Expenditure,Outfit and cargo,5200,,0,,,Outfitting,Pound sterling,
DR112,Expenditure,Insurance,572,,0,INV,,Outfitting,Pound sterling,
DR112,Expenditure,Ship Out,981,,0,VSDO,,Outfitting,Pound sterling,
DR113,Expenditure,Outfit and cargo,8000,,0,,,Outfitting,Pound sterling,
DR113,Expenditure,Insurance,880,,0,INV,,Outfitting,Pound sterling,
DR113,Expenditure,Ship Out,1510,,0,VSDO,,Outfitting,Pound sterling,
DR114,Expenditure,Outfit and cargo,6000,,0,,,Outfitting,Pound sterling,
DR114,Expenditure,Insurance,660,,0,INV,,Outfitting,Pound sterling,
DR114,Expenditure,Ship Out,1132,,0,VSDO,,Outfitting,Pound sterling,
DR115,Expenditure,Outfit and cargo,5200,,0,,,Outfitting,Pound sterling,
DR115,Expenditure,Insurance,572,,0,INV,,Outfitting,Pound sterling,
DR115,Expenditure,Ship Out,981,,0,VSDO,,Outfitting,Pound sterling,
DR116,Expenditure,Outfit and cargo,3400,,0,,,Outfitting,Pound sterling,
DR116,Expenditure,Insurance,374,,0,INV,,Outfitting,Pound sterling,
DR116,Expenditure,Ship Out,642,,0,VSDO,,Outfitting,Pound sterling,
DR117,Expenditure,Outfit and cargo,10000,,0,,,Outfitting,Pound sterling,
DR117,Expenditure,Insurance,1100,,0,INV,,Outfitting,Pound sterling,
DR117,Expenditure,Ship Out,1887,,0,VSDO,,Outfitting,Pound sterling,
DR118,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
DR118,Expenditure,Insurance,550,,0,INV,,Outfitting,Pound sterling,
DR118,Expenditure,Ship Out,944,,0,VSDO,,Outfitting,Pound sterling,
DR119,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
DR119,Expenditure,Insurance,550,,0,INV,,Outfitting,Pound sterling,
DR119,Expenditure,Ship Out,944,,0,VSDO,,Outfitting,Pound sterling,
DR120,Expenditure,Outfit and cargo,4300,,0,,,Outfitting,Pound sterling,
DR120,Expenditure,Insurance,473,,0,INV,,Outfitting,Pound sterling,
DR120,Expenditure,Ship Out,811,,0,VSDO,,Outfitting,Pound sterling,
DR121,Expenditure,Outfit and cargo,5200,,0,,,Outfitting,Pound sterling,
DR121,Expenditure,Insurance,572,,0,INV,,Outfitting,Pound sterling,
DR121,Expenditure,Ship Out,981,,0,VSDO,,Outfitting,Pound sterling,
DR122,Expenditure,Outfit and cargo,5500,,0,,,Outfitting,Pound sterling,
DR122,Expenditure,Insurance,605,,0,INV,,Outfitting,Pound sterling,
DR122,Expenditure,Ship Out,1038,,0,VSDO,,Outfitting,Pound sterling,
DR123,Expenditure,Outfit and cargo,4000,,0,,,Outfitting,Pound sterling,
DR123,Expenditure,Insurance,440,,0,INV,,Outfitting,Pound sterling,
DR123,Expenditure,Ship Out,755,,0,VSDO,,Outfitting,Pound sterling,
DR124,Expenditure,Outfit and cargo,5400,,0,,,Outfitting,Pound sterling,
DR124,Expenditure,Insurance,594,,0,INV,,Outfitting,Pound sterling,
DR124,Expenditure,Ship Out,1019,,0,VSDO,,Outfitting,Pound sterling,
DR125,Expenditure,Outfit and cargo,6300,,0,,,Outfitting,Pound sterling,
DR125,Expenditure,Insurance,693,,0,INV,,Outfitting,Pound sterling,
DR125,Expenditure,Ship Out,1189,,0,VSDO,,Outfitting,Pound sterling,
DR126,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
DR126,Expenditure,Insurance,550,,0,INV,,Outfitting,Pound sterling,
DR126,Expenditure,Ship Out,944,,0,VSDO,,Outfitting,Pound sterling,
DR127,Expenditure,Outfit and cargo,7000,,0,,,Outfitting,Pound sterling,
DR127,Expenditure,Insurance,770,,0,INV,,Outfitting,Pound sterling,
DR127,Expenditure,Ship Out,1321,,0,VSDO,,Outfitting,Pound sterling,
DR128,Expenditure,Outfit and cargo,4600,,0,,,Outfitting,Pound sterling,
DR128,Expenditure,Insurance,506,,0,INV,,Outfitting,Pound sterling,
DR128,Expenditure,Ship Out,868,,0,VSDO,,Outfitting,Pound sterling,
DR129,Expenditure,Outfit and cargo,5600,,0,,,Outfitting,Pound sterling,
DR129,Expenditure,Insurance,616,,0,INV,,Outfitting,Pound sterling,
DR129,Expenditure,Ship Out,1057,,0,VSDO,,Outfitting,Pound sterling,
DR130,Expenditure,Outfit and cargo,4900,,0,,,Outfitting,Pound sterling,
DR130,Expenditure,Insurance,539,,0,INV,,Outfitting,Pound sterling,
DR130,Expenditure,Ship Out,925,,0,VSDO,,Outfitting,Pound sterling,
DR131,Expenditure,Outfit and cargo,3600,,0,,,Outfitting,Pound sterling,
DR131,Expenditure,Insurance,396,,0,INV,,Outfitting,Pound sterling,
DR131,Expenditure,Ship Out,679,,0,VSDO,,Outfitting,Pound sterling,
DR132,Expenditure,Outfit and cargo,2800,,0,,,Outfitting,Pound sterling,
DR132,Expenditure,Insurance,308,,0,INV,,Outfitting,Pound sterling,
DR132,Expenditure,Ship Out,528,,0,VSDO,,Outfitting,Pound sterling,
DR133,Expenditure,Outfit and cargo,4900,,0,,,Outfitting,Pound sterling,
DR133,Expenditure,Insurance,539,,0,INV,,Outfitting,Pound sterling,
DR133,Expenditure,Ship Out,925,,0,VSDO,,Outfitting,Pound sterling,
DR134,Expenditure,Outfit and cargo,5700,,0,,,Outfitting,Pound sterling,
DR134,Expenditure,Insurance,627,,0,INV,,Outfitting,Pound sterling,
DR134,Expenditure,Ship Out,1076,,0,VSDO,,Outfitting,Pound sterling,
DR135,Expenditure,Outfit and cargo,5700,,0,,,Outfitting,Pound sterling,
DR135,Expenditure,Insurance,627,,0,INV,,Outfitting,Pound sterling,
DR135,Expenditure,Ship Out,1076,,0,VSDO,,Outfitting,Pound sterling,
DR136,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
DR136,Expenditure,Insurance,550,,0,INV,,Outfitting,Pound sterling,
DR136,Expenditure,Ship Out,944,,0,VSDO,,Outfitting,Pound sterling,
DR137,Expenditure,Outfit and cargo,4400,,0,,,Outfitting,Pound sterling,
DR137,Expenditure,Insurance,484,,0,INV,,Outfitting,Pound sterling,
DR137,Expenditure,Ship Out,830,,0,VSDO,,Outfitting,Pound sterling,
DR138,Expenditure,Outfit and cargo,5200,,0,,,Outfitting,Pound sterling,
DR138,Expenditure,Insurance,572,,0,INV,,Outfitting,Pound sterling,
DR138,Expenditure,Ship Out,981,,0,VSDO,,Outfitting,Pound sterling,
DR139,Expenditure,Outfit and cargo,6200,,0,,,Outfitting,Pound sterling,
DR139,Expenditure,Insurance,682,,0,INV,,Outfitting,Pound sterling,
DR139,Expenditure,Ship Out,1170,,0,VSDO,,Outfitting,Pound sterling,
DR140,Expenditure,Outfit and cargo,7500,,0,,,Outfitting,Pound sterling,
DR140,Expenditure,Insurance,825,,0,INV,,Outfitting,Pound sterling,
DR140,Expenditure,Ship Out,1415,,0,VSDO,,Outfitting,Pound sterling,
DR141,Expenditure,Outfit and cargo,4600,,0,,,Outfitting,Pound sterling,
DR141,Expenditure,Insurance,506,,0,INV,,Outfitting,Pound sterling,
DR141,Expenditure,Ship Out,868,,0,VSDO,,Outfitting,Pound sterling,
DR142,Expenditure,Outfit and cargo,3400,,0,,,Outfitting,Pound sterling,
DR142,Expenditure,Insurance,374,,0,INV,,Outfitting,Pound sterling,
DR142,Expenditure,Ship Out,642,,0,VSDO,,Outfitting,Pound sterling,
DR143,Expenditure,Outfit and cargo,4400,,0,,,Outfitting,Pound sterling,
DR143,Expenditure,Insurance,484,,0,INV,,Outfitting,Pound sterling,
DR143,Expenditure,Ship Out,830,,0,VSDO,,Outfitting,Pound sterling,
DR144,Expenditure,Outfit and cargo,7000,,0,,,Outfitting,Pound sterling,
DR144,Expenditure,Insurance,770,,0,INV,,Outfitting,Pound sterling,
DR144,Expenditure,Ship Out,1321,,0,VSDO,,Outfitting,Pound sterling,
DR145,Expenditure,Outfit and cargo,5400,,0,,,Outfitting,Pound sterling,
DR145,Expenditure,Insurance,594,,0,INV,,Outfitting,Pound sterling,
DR145,Expenditure,Ship Out,1019,,0,VSDO,,Outfitting,Pound sterling,
DR146,Expenditure,Outfit and cargo,5700,,0,,,Outfitting,Pound sterling,
DR146,Expenditure,Insurance,627,,0,INV,,Outfitting,Pound sterling,
DR146,Expenditure,Ship Out,1076,,0,VSDO,,Outfitting,Pound sterling,
DR147,Expenditure,Outfit and cargo,6200,,0,,,Outfitting,Pound sterling,
DR147,Expenditure,Insurance,682,,0,INV,,Outfitting,Pound sterling,
DR147,Expenditure,Ship Out,1170,,0,VSDO,,Outfitting,Pound sterling,
DR148,Expenditure,Outfit,2083,,0,,,Outfitting,Pound sterling,
DR148,Expenditure,Trade cargo costs,3818,,0,,,Outfitting,Pound sterling,
DR148,Expenditure,Ship Out,2400,,0,,,Outfitting,Pound sterling,
DR148,Expenditure,Insurance,2075,,0,INV,,Outfitting,Pound sterling,
DR149,Expenditure,Total investments,1209,,0,,,Outfitting,Pound sterling,
DR149,Expenditure,Insurance,133,,0,INT,,Outfitting,Pound sterling,
DR149,Expenditure,Ship Out,228,,0,VSDT*VSDO,,Outfitting,Pound sterling,
DR150,Expenditure,Outfit and cargo,2482,,0,,,Outfitting,Pound sterling,
DR150,Expenditure,Insurance,273,,0,INV,,Outfitting,Pound sterling,
DR150,Expenditure,Ship Out,468,,0,VSDO,,Outfitting,Pound sterling,
DR151,Expenditure,Outfit,2853,,0,,,Outfitting,Pound sterling,
DR151,Return,Bills of exchange,11525,,0,,,Return,Pound sterling,
DR152,Return,Proceeds of slave sales,10640,,0,,,Return,Pound sterling,
DR153,Return,Proceeds of slave sales,13003,,0,,,Return,Pound sterling,
DR154,Return,Bills of exchange,1444,,0,,,Return,Pound sterling,
DR155,Expenditure,Trade cargo costs,800,,0,,,Outfitting,Pound sterling,
DR156,Return,Proceeds of slave sales,3958,,0,,,Return,Pound sterling,
DR157,Return,Proceeds of slave sales,15000,,0,,,Return,Pound sterling,
DR158,Expenditure,Outfitting and insurance,164,,0,,,Outfitting,Pound sterling,
DR158,Return,Remittances,1762,,0,,,Return,Pound sterling,
DR158,Expenditure,Inset charges,487,,0,,,Return,Pound sterling,
DR159,Return,Bills of exchange,5740,,0,,,Return,Pound sterling,
DR160,Expenditure,Outfit and cargo,811,,0,,,Outfitting,Pound sterling,
DR160,Expenditure,Insurance,89,,0,INV,,Outfitting,Pound sterling,
DR160,Expenditure,Ship Out,153,,0,VSDO,,Outfitting,Pound sterling,
DR161,Expenditure,Trade cargo costs,2666,,0,,,Outfitting,Pound sterling,
DR161,Return,Bills of exchange,3898,,0,,,Outfitting,Pound sterling,
DR161,Return,Goods imported,1929,,0,,,Outfitting,Pound sterling,
DR162,Expenditure,Trade cargo costs,9548,,0,,,Outfitting,Pound sterling,
DR163,Return,Bills of exchange,3321,,0,,,Return,Pound sterling,
DR163,Return,Goods imported,1085,,0,,,Return,Pound sterling,
DR163,Expenditure,Inset charges,875,,0,,,Return,Pound sterling,
